date,pb_winners,pp_winners,states,total_winners
2/22/2017,19897,3887,Oregon,23784
2/22/2017,151099,33965,Pennsylvania,185064
2/22/2017,2738,15998,Puerto Rico,18736
2/22/2017,13786,3266,Rhode Island,17052
2/22/2017,29076,18524,South Carolina,47600
2/22/2017,4557,1508,South Dakota,6065
2/22/2017,40856,15106,Tennessee,55962
2/22/2017,144984,44566,Texas,189550
2/22/2017,2622,1624,Vermont,4246
2/22/2017,312,556,Virgin Islands,868
2/22/2017,62886,10269,Virginia,73155
2/22/2017,35660,4000,Washington,39660
2/22/2017,15361,2250,West Virginia,17611
2/22/2017,47423,5543,Wisconsin,52966
2/22/2017,1784,1182,Wyoming,2966
2/18/2017,29878,3720,Arizona,33598
2/18/2017,5859,6346,Arkansas,12205
2/18/2017,185641,0,California,185641
2/18/2017,13083,9043,Colorado,22126
2/18/2017,17284,7297,Connecticut,24581
2/18/2017,8704,1040,Delaware,9744
2/18/2017,2672,414,Dist. of Columbia,3086
2/18/2017,116502,28440,Florida,144942
2/18/2017,42366,3755,Georgia,46121
2/18/2017,6549,1518,Idaho,8067
2/18/2017,51877,6644,Illinois,58521
2/18/2017,29453,5172,Indiana,34625
2/18/2017,12420,4229,Iowa,16649
2/18/2017,10293,1160,Kansas,11453
2/18/2017,22157,2707,Kentucky,24864
2/18/2017,19209,5012,Louisiana,24221
2/18/2017,2412,1960,Maine,4372
2/18/2017,36865,3723,Maryland,40588
2/18/2017,57399,4376,Massachusetts,61775
2/18/2017,49721,3446,Michigan,53167
2/18/2017,19109,1365,Minnesota,20474
2/18/2017,33184,2061,Missouri,35245
2/18/2017,1829,957,Montana,2786
2/18/2017,9401,1370,Nebraska,10771
2/18/2017,9947,1224,New Hampshire,11171
2/18/2017,90772,7815,New Jersey,98587
2/18/2017,5651,1724,New Mexico,7375
2/18/2017,124773,7410,New York,132183
2/18/2017,36484,11158,North Carolina,47642
2/18/2017,1736,1668,North Dakota,3404
2/18/2017,40360,7966,Ohio,48326
2/18/2017,7432,5752,Oklahoma,13184
2/18/2017,12115,2555,Oregon,14670
2/18/2017,81577,19441,Pennsylvania,101018
2/18/2017,2149,14293,Puerto Rico,16442
2/18/2017,8329,2017,Rhode Island,10346
2/18/2017,14720,9487,South Carolina,24207
2/18/2017,2634,860,South Dakota,3494
2/18/2017,22589,9043,Tennessee,31632
2/18/2017,69770,24051,Texas,93821
2/18/2017,1416,957,Vermont,2373
2/18/2017,207,408,Virgin Islands,615
2/18/2017,32467,5776,Virginia,38243
2/18/2017,18159,2335,Washington,20494
2/18/2017,9659,1625,West Virginia,11284
2/18/2017,24563,3698,Wisconsin,28261
2/18/2017,1213,789,Wyoming,2002
2/15/2017,23531,3253,Arizona,26784
2/15/2017,4640,4956,Arkansas,9596
2/15/2017,167315,0,California,167315
2/15/2017,10814,7203,Colorado,18017
2/15/2017,12953,5526,Connecticut,18479
2/15/2017,6545,855,Delaware,7400
2/15/2017,2280,414,Dist. of Columbia,2694
2/15/2017,96870,25470,Florida,122340
2/15/2017,31978,3110,Georgia,35088
2/15/2017,5672,1331,Idaho,7003
2/15/2017,37527,5425,Illinois,42952
2/15/2017,22285,4107,Indiana,26392
2/15/2017,10493,3585,Iowa,14078
2/15/2017,8987,1013,Kansas,10000
2/15/2017,17627,2398,Kentucky,20025
2/15/2017,16764,4336,Louisiana,21100
2/15/2017,1794,1537,Maine,3331
2/15/2017,28877,3247,Maryland,32124
2/15/2017,40430,3285,Massachusetts,43715
2/15/2017,43633,3467,Michigan,47100
2/15/2017,15649,1269,Minnesota,16918
2/15/2017,26279,1903,Missouri,28182
2/15/2017,1593,748,Montana,2341
2/15/2017,8270,1337,Nebraska,9607
2/15/2017,7274,954,New Hampshire,8228
2/15/2017,67754,6173,New Jersey,73927
2/15/2017,4801,1494,New Mexico,6295
2/15/2017,94316,6674,New York,100990
2/15/2017,29200,9509,North Carolina,38709
2/15/2017,1583,1515,North Dakota,3098
2/15/2017,33743,6704,Ohio,40447
2/15/2017,6551,4742,Oklahoma,11293
2/15/2017,11422,2414,Oregon,13836
2/15/2017,65515,16023,Pennsylvania,81538
2/15/2017,1781,11083,Puerto Rico,12864
2/15/2017,6188,1615,Rhode Island,7803
2/15/2017,11237,7320,South Carolina,18557
2/15/2017,2263,821,South Dakota,3084
2/15/2017,18453,7569,Tennessee,26022
2/15/2017,59959,20926,Texas,80885
2/15/2017,1075,725,Vermont,1800
2/15/2017,177,287,Virgin Islands,464
2/15/2017,25113,5060,Virginia,30173
2/15/2017,16954,2263,Washington,19217
2/15/2017,7941,1469,West Virginia,9410
2/15/2017,20354,3226,Wisconsin,23580
2/15/2017,1033,688,Wyoming,1721
2/11/2017,20540,2738,Arizona,23278
2/11/2017,3504,3716,Arkansas,7220
2/11/2017,134968,0,California,134968
2/11/2017,9225,6605,Colorado,15830
2/11/2017,10229,4651,Connecticut,14880
2/11/2017,4996,690,Delaware,5686
2/11/2017,1953,345,Dist. of Columbia,2298
2/11/2017,78010,20447,Florida,98457
2/11/2017,29038,2832,Georgia,31870
2/11/2017,4643,1146,Idaho,5789
2/11/2017,31895,4673,Illinois,36568
2/11/2017,20143,3679,Indiana,23822
2/11/2017,8897,3213,Iowa,12110
2/11/2017,8044,902,Kansas,8946
2/11/2017,15868,2058,Kentucky,17926
2/11/2017,15399,4137,Louisiana,19536
2/11/2017,1959,1641,Maine,3600
2/11/2017,25432,2804,Maryland,28236
2/11/2017,26664,2523,Massachusetts,29187
2/11/2017,35282,2879,Michigan,38161
2/11/2017,13531,1019,Minnesota,14550
2/11/2017,23252,1609,Missouri,24861
2/11/2017,1359,699,Montana,2058
2/11/2017,7308,1112,Nebraska,8420
2/11/2017,5849,846,New Hampshire,6695
2/11/2017,47633,5076,New Jersey,52709
2/11/2017,4468,1441,New Mexico,5909
2/11/2017,73724,5540,New York,79264
2/11/2017,25808,8313,North Carolina,34121
2/11/2017,1257,1201,North Dakota,2458
2/11/2017,27805,5891,Ohio,33696
2/11/2017,5681,4247,Oklahoma,9928
2/11/2017,9724,2117,Oregon,11841
2/11/2017,46393,12270,Pennsylvania,58663
2/11/2017,1824,10887,Puerto Rico,12711
2/11/2017,5038,1329,Rhode Island,6367
2/11/2017,9573,6831,South Carolina,16404
2/11/2017,1997,670,South Dakota,2667
2/11/2017,16278,6732,Tennessee,23010
2/11/2017,47866,17384,Texas,65250
2/11/2017,1060,705,Vermont,1765
2/11/2017,134,340,Virgin Islands,474
2/11/2017,21968,4389,Virginia,26357
2/11/2017,13511,1735,Washington,15246
2/11/2017,6999,1277,West Virginia,8276
2/11/2017,17365,2701,Wisconsin,20066
2/11/2017,813,575,Wyoming,1388
2/8/2017,18778,2826,Arizona,21604
2/8/2017,3175,3274,Arkansas,6449
2/8/2017,128549,0,California,128549
2/8/2017,8206,6056,Colorado,14262
2/8/2017,11702,5195,Connecticut,16897
2/8/2017,4513,774,Delaware,5287
2/8/2017,2003,412,Dist. of Columbia,2415
2/8/2017,69867,19485,Florida,89352
2/8/2017,25321,2719,Georgia,28040
2/8/2017,4304,1134,Idaho,5438
2/8/2017,29416,4527,Illinois,33943
2/8/2017,17134,3362,Indiana,20496
2/8/2017,7746,2685,Iowa,10431
2/8/2017,7467,841,Kansas,8308
2/8/2017,13886,1975,Kentucky,15861
2/8/2017,13382,3965,Louisiana,17347
2/8/2017,1809,1566,Maine,3375
2/8/2017,22013,2670,Maryland,24683
2/8/2017,23471,2659,Massachusetts,26130
2/8/2017,31685,2909,Michigan,34594
2/8/2017,12506,966,Minnesota,13472
2/8/2017,21088,1665,Missouri,22753
2/8/2017,1252,689,Montana,1941
2/8/2017,6679,1153,Nebraska,7832
2/8/2017,5463,866,New Hampshire,6329
2/8/2017,53439,5378,New Jersey,58817
2/8/2017,3841,1269,New Mexico,5110
2/8/2017,82429,6235,New York,88664
2/8/2017,23247,8042,North Carolina,31289
2/8/2017,1104,1197,North Dakota,2301
2/8/2017,24262,5387,Ohio,29649
2/8/2017,5213,3937,Oklahoma,9150
2/8/2017,9078,2104,Oregon,11182
2/8/2017,44694,12234,Pennsylvania,56928
2/8/2017,1573,9167,Puerto Rico,10740
2/8/2017,4979,1420,Rhode Island,6399
2/8/2017,8548,5979,South Carolina,14527
2/8/2017,1919,641,South Dakota,2560
2/8/2017,14308,6067,Tennessee,20375
2/8/2017,43406,15796,Texas,59202
2/8/2017,938,706,Vermont,1644
2/8/2017,140,331,Virgin Islands,471
2/8/2017,20312,4256,Virginia,24568
2/8/2017,12259,1762,Washington,14021
2/8/2017,6373,1283,West Virginia,7656
2/8/2017,15060,2475,Wisconsin,17535
2/8/2017,818,585,Wyoming,1403
2/4/2017,18425,2663,Arizona,21088
2/4/2017,3013,3121,Arkansas,6134
2/4/2017,114965,0,California,114965
2/4/2017,7865,5828,Colorado,13693
2/4/2017,10485,4907,Connecticut,15392
2/4/2017,4058,626,Delaware,4684
2/4/2017,1779,296,Dist. of Columbia,2075
2/4/2017,70193,19529,Florida,89722
2/4/2017,24760,2621,Georgia,27381
2/4/2017,4361,1052,Idaho,5413
2/4/2017,26688,4155,Illinois,30843
2/4/2017,17888,3546,Indiana,21434
2/4/2017,7471,2609,Iowa,10080
2/4/2017,7520,902,Kansas,8422
2/4/2017,13661,1878,Kentucky,15539
2/4/2017,13798,3869,Louisiana,17667
2/4/2017,1950,1776,Maine,3726
2/4/2017,18503,2352,Maryland,20855
2/4/2017,21288,2199,Massachusetts,23487
2/4/2017,28163,2431,Michigan,30594
2/4/2017,12282,963,Minnesota,13245
2/4/2017,20208,1509,Missouri,21717
2/4/2017,1313,661,Montana,1974
2/4/2017,6742,1116,Nebraska,7858
2/4/2017,5703,869,New Hampshire,6572
2/4/2017,41937,4259,New Jersey,46196
2/4/2017,3671,1247,New Mexico,4918
2/4/2017,68952,5219,New York,74171
2/4/2017,23296,8017,North Carolina,31313
2/4/2017,1053,1065,North Dakota,2118
2/4/2017,20744,4680,Ohio,25424
2/4/2017,5015,4015,Oklahoma,9030
2/4/2017,8028,1937,Oregon,9965
2/4/2017,41652,11534,Pennsylvania,53186
2/4/2017,1740,11654,Puerto Rico,13394
2/4/2017,4577,1291,Rhode Island,5868
2/4/2017,8486,6268,South Carolina,14754
2/4/2017,1938,673,South Dakota,2611
2/4/2017,14040,5945,Tennessee,19985
2/4/2017,42785,16216,Texas,59001
2/4/2017,984,728,Vermont,1712
2/4/2017,150,291,Virgin Islands,441
2/4/2017,18335,3961,Virginia,22296
2/4/2017,11567,1655,Washington,13222
2/4/2017,6396,1129,West Virginia,7525
2/4/2017,15034,2550,Wisconsin,17584
2/4/2017,755,531,Wyoming,1286
2/1/2017,16171,2385,Arizona,18556
2/1/2017,2650,2704,Arkansas,5354
2/1/2017,109465,0,California,109465
2/1/2017,7103,5175,Colorado,12278
2/1/2017,8924,4121,Connecticut,13045
2/1/2017,3549,616,Delaware,4165
2/1/2017,1661,297,Dist. of Columbia,1958
2/1/2017,60208,17336,Florida,77544
2/1/2017,21724,2407,Georgia,24131
2/1/2017,3849,1018,Idaho,4867
2/1/2017,23851,3858,Illinois,27709
2/1/2017,14679,3060,Indiana,17739
2/1/2017,6480,2413,Iowa,8893
2/1/2017,6449,773,Kansas,7222
2/1/2017,11315,1661,Kentucky,12976
2/1/2017,11693,3547,Louisiana,15240
2/1/2017,1468,1340,Maine,2808
2/1/2017,16624,2235,Maryland,18859
2/1/2017,18024,2097,Massachusetts,20121
2/1/2017,23131,2348,Michigan,25479
2/1/2017,10792,882,Minnesota,11674
2/1/2017,16584,1379,Missouri,17963
2/1/2017,1215,639,Montana,1854
2/1/2017,6099,999,Nebraska,7098
2/1/2017,4574,696,New Hampshire,5270
2/1/2017,36918,4209,New Jersey,41127
2/1/2017,3323,1235,New Mexico,4558
2/1/2017,61909,5046,New York,66955
2/1/2017,19918,6774,North Carolina,26692
2/1/2017,975,1026,North Dakota,2001
2/1/2017,17837,4217,Ohio,22054
2/1/2017,4494,3694,Oklahoma,8188
2/1/2017,7761,1894,Oregon,9655
2/1/2017,35983,10175,Pennsylvania,46158
2/1/2017,1504,9066,Puerto Rico,10570
2/1/2017,3437,1023,Rhode Island,4460
2/1/2017,7523,5670,South Carolina,13193
2/1/2017,1646,622,South Dakota,2268
2/1/2017,12218,5294,Tennessee,17512
2/1/2017,38569,14536,Texas,53105
2/1/2017,766,619,Vermont,1385
2/1/2017,139,270,Virgin Islands,409
2/1/2017,17028,3813,Virginia,20841
2/1/2017,10951,1568,Washington,12519
2/1/2017,5105,990,West Virginia,6095
2/1/2017,12410,2310,Wisconsin,14720
2/1/2017,824,548,Wyoming,1372
1/28/2017,15000,2259,Arizona,17259
1/28/2017,2207,2421,Arkansas,4628
1/28/2017,79647,0,California,79647
1/28/2017,6044,5006,Colorado,11050
1/28/2017,8493,4036,Connecticut,12529
1/28/2017,3282,548,Delaware,3830
1/28/2017,1410,268,Dist. of Columbia,1678
1/28/2017,61372,18181,Florida,79553
1/28/2017,20343,2221,Georgia,22564
1/28/2017,3337,927,Idaho,4264
1/28/2017,19705,3318,Illinois,23023
1/28/2017,12629,2858,Indiana,15487
1/28/2017,5787,2469,Iowa,8256
1/28/2017,5851,674,Kansas,6525
1/28/2017,10884,1703,Kentucky,12587
1/28/2017,11182,3458,Louisiana,14640
1/28/2017,1581,1510,Maine,3091
1/28/2017,15378,2093,Maryland,17471
1/28/2017,15749,1809,Massachusetts,17558
1/28/2017,19600,2121,Michigan,21721
1/28/2017,9729,879,Minnesota,10608
1/28/2017,14650,1308,Missouri,15958
1/28/2017,1183,671,Montana,1854
1/28/2017,5431,953,Nebraska,6384
1/28/2017,4509,746,New Hampshire,5255
1/28/2017,28715,3358,New Jersey,32073
1/28/2017,3130,1254,New Mexico,4384
1/28/2017,55972,4623,New York,60595
1/28/2017,18712,6705,North Carolina,25417
1/28/2017,835,906,North Dakota,1741
1/28/2017,15400,3790,Ohio,19190
1/28/2017,4086,3433,Oklahoma,7519
1/28/2017,5921,1565,Oregon,7486
1/28/2017,30633,9318,Pennsylvania,39951
1/28/2017,1842,11529,Puerto Rico,13371
1/28/2017,3684,1062,Rhode Island,4746
1/28/2017,7269,5806,South Carolina,13075
1/28/2017,1584,556,South Dakota,2140
1/28/2017,11901,5350,Tennessee,17251
1/28/2017,34966,13178,Texas,48144
1/28/2017,726,626,Vermont,1352
1/28/2017,133,302,Virgin Islands,435
1/28/2017,14843,3305,Virginia,18148
1/28/2017,8960,1381,Washington,10341
1/28/2017,4882,903,West Virginia,5785
1/28/2017,11593,2192,Wisconsin,13785
1/28/2017,650,483,Wyoming,1133
1/25/2017,12400,1769,Arizona,14169
1/25/2017,1683,1764,Arkansas,3447
1/25/2017,58112,0,California,58112
1/25/2017,5033,3872,Colorado,8905
1/25/2017,6573,3133,Connecticut,9706
1/25/2017,2323,405,Delaware,2728
1/25/2017,1192,208,Dist. of Columbia,1400
1/25/2017,42602,12498,Florida,55100
1/25/2017,14991,1703,Georgia,16694
1/25/2017,2765,746,Idaho,3511
1/25/2017,16657,2913,Illinois,19570
1/25/2017,10151,2208,Indiana,12359
1/25/2017,4810,1867,Iowa,6677
1/25/2017,4885,636,Kansas,5521
1/25/2017,9118,1303,Kentucky,10421
1/25/2017,9008,2788,Louisiana,11796
1/25/2017,1141,1022,Maine,2163
1/25/2017,10943,1492,Maryland,12435
1/25/2017,12336,1470,Massachusetts,13806
1/25/2017,16362,1635,Michigan,17997
1/25/2017,8366,672,Minnesota,9038
1/25/2017,12453,1051,Missouri,13504
1/25/2017,1002,530,Montana,1532
1/25/2017,4370,774,Nebraska,5144
1/25/2017,3337,571,New Hampshire,3908
1/25/2017,23151,2804,New Jersey,25955
1/25/2017,2600,964,New Mexico,3564
1/25/2017,41792,3398,New York,45190
1/25/2017,13129,4758,North Carolina,17887
1/25/2017,736,786,North Dakota,1522
1/25/2017,12896,2902,Ohio,15798
1/25/2017,2910,2617,Oklahoma,5527
1/25/2017,5001,1425,Oregon,6426
1/25/2017,22899,7016,Pennsylvania,29915
1/25/2017,1204,7553,Puerto Rico,8757
1/25/2017,2625,777,Rhode Island,3402
1/25/2017,5247,4005,South Carolina,9252
1/25/2017,1268,402,South Dakota,1670
1/25/2017,8869,3905,Tennessee,12774
1/25/2017,26307,10470,Texas,36777
1/25/2017,604,504,Vermont,1108
1/25/2017,116,207,Virgin Islands,323
1/25/2017,10925,2459,Virginia,13384
1/25/2017,7408,1130,Washington,8538
1/25/2017,4233,766,West Virginia,4999
1/25/2017,9410,1857,Wisconsin,11267
1/25/2017,591,454,Wyoming,1045
1/21/2017,13100,1961,Arizona,15061
1/21/2017,1950,2125,Arkansas,4075
1/21/2017,57610,0,California,57610
1/21/2017,5150,4406,Colorado,9556
1/21/2017,6956,3587,Connecticut,10543
1/21/2017,2730,458,Delaware,3188
1/21/2017,1078,205,Dist. of Columbia,1283
1/21/2017,48577,13650,Florida,62227
1/21/2017,17101,1887,Georgia,18988
1/21/2017,2851,706,Idaho,3557
1/21/2017,16720,2850,Illinois,19570
1/21/2017,11356,2387,Indiana,13743
1/21/2017,5380,2141,Iowa,7521
1/21/2017,5275,626,Kansas,5901
1/21/2017,9498,1405,Kentucky,10903
1/21/2017,9487,2882,Louisiana,12369
1/21/2017,1442,1321,Maine,2763
1/21/2017,12540,1705,Maryland,14245
1/21/2017,13500,1629,Massachusetts,15129
1/21/2017,17058,1704,Michigan,18762
1/21/2017,8715,790,Minnesota,9505
1/21/2017,12488,1019,Missouri,13507
1/21/2017,944,534,Montana,1478
1/21/2017,4707,778,Nebraska,5485
1/21/2017,4268,710,New Hampshire,4978
1/21/2017,24623,2902,New Jersey,27525
1/21/2017,2686,938,New Mexico,3624
1/21/2017,46105,3797,New York,49902
1/21/2017,14898,5243,North Carolina,20141
1/21/2017,706,749,North Dakota,1455
1/21/2017,13697,3481,Ohio,17178
1/21/2017,3443,2930,Oklahoma,6373
1/21/2017,4579,1401,Oregon,5980
1/21/2017,25337,7923,Pennsylvania,33260
1/21/2017,1541,9323,Puerto Rico,10864
1/21/2017,2989,852,Rhode Island,3841
1/21/2017,5940,4605,South Carolina,10545
1/21/2017,1379,552,South Dakota,1931
1/21/2017,10115,4505,Tennessee,14620
1/21/2017,28052,11516,Texas,39568
1/21/2017,718,605,Vermont,1323
1/21/2017,119,292,Virgin Islands,411
1/21/2017,12659,2885,Virginia,15544
1/21/2017,7035,1143,Washington,8178
1/21/2017,4407,796,West Virginia,5203
1/21/2017,9858,1842,Wisconsin,11700
1/21/2017,572,425,Wyoming,997
1/18/2017,12827,2124,Arizona,14951
1/18/2017,1931,2099,Arkansas,4030
1/18/2017,56795,0,California,56795
1/18/2017,4832,4146,Colorado,8978
1/18/2017,6495,3202,Connecticut,9697
1/18/2017,2325,430,Delaware,2755
1/18/2017,1239,289,Dist. of Columbia,1528
1/18/2017,47045,14377,Florida,61422
1/18/2017,15844,2079,Georgia,17923
1/18/2017,2830,820,Idaho,3650
1/18/2017,15371,2921,Illinois,18292
1/18/2017,10026,2234,Indiana,12260
1/18/2017,4658,1944,Iowa,6602
1/18/2017,4416,601,Kansas,5017
1/18/2017,8692,1463,Kentucky,10155
1/18/2017,9089,2886,Louisiana,11975
1/18/2017,1134,1177,Maine,2311
1/18/2017,10971,1867,Maryland,12838
1/18/2017,11620,1577,Massachusetts,13197
1/18/2017,15469,1783,Michigan,17252
1/18/2017,8056,732,Minnesota,8788
1/18/2017,11265,1063,Missouri,12328
1/18/2017,973,566,Montana,1539
1/18/2017,4099,765,Nebraska,4864
1/18/2017,3377,569,New Hampshire,3946
1/18/2017,21656,2926,New Jersey,24582
1/18/2017,2673,1010,New Mexico,3683
1/18/2017,39226,3720,New York,42946
1/18/2017,13356,5452,North Carolina,18808
1/18/2017,673,809,North Dakota,1482
1/18/2017,12164,3301,Ohio,15465
1/18/2017,3080,2808,Oklahoma,5888
1/18/2017,4088,1283,Oregon,5371
1/18/2017,22672,7311,Pennsylvania,29983
1/18/2017,1319,8236,Puerto Rico,9555
1/18/2017,2703,878,Rhode Island,3581
1/18/2017,5760,4630,South Carolina,10390
1/18/2017,1346,533,South Dakota,1879
1/18/2017,9103,4309,Tennessee,13412
1/18/2017,25610,10829,Texas,36439
1/18/2017,605,495,Vermont,1100
1/18/2017,103,251,Virgin Islands,354
1/18/2017,11639,3001,Virginia,14640
1/18/2017,6650,1152,Washington,7802
1/18/2017,4050,827,West Virginia,4877
1/18/2017,8842,1860,Wisconsin,10702
1/18/2017,650,470,Wyoming,1120
1/14/2017,14935,2666,Arizona,17601
1/14/2017,2349,2580,Arkansas,4929
1/14/2017,61909,0,California,61909
1/14/2017,5629,5066,Colorado,10695
1/14/2017,7938,4117,Connecticut,12055
1/14/2017,2883,558,Delaware,3441
1/14/2017,1420,282,Dist. of Columbia,1702
1/14/2017,57703,18028,Florida,75731
1/14/2017,19058,2400,Georgia,21458
1/14/2017,3370,958,Idaho,4328
1/14/2017,17810,3489,Illinois,21299
1/14/2017,12711,3051,Indiana,15762
1/14/2017,6004,2586,Iowa,8590
1/14/2017,5669,770,Kansas,6439
1/14/2017,10470,1662,Kentucky,12132
1/14/2017,11328,3607,Louisiana,14935
1/14/2017,1539,1398,Maine,2937
1/14/2017,12904,2012,Maryland,14916
1/14/2017,14498,2127,Massachusetts,16625
1/14/2017,17990,2225,Michigan,20215
1/14/2017,9142,870,Minnesota,10012
1/14/2017,13160,1319,Missouri,14479
1/14/2017,1162,717,Montana,1879
1/14/2017,5655,1117,Nebraska,6772
1/14/2017,4378,811,New Hampshire,5189
1/14/2017,24642,3496,New Jersey,28138
1/14/2017,3377,1373,New Mexico,4750
1/14/2017,47522,4561,New York,52083
1/14/2017,15984,6431,North Carolina,22415
1/14/2017,683,822,North Dakota,1505
1/14/2017,14128,4128,Ohio,18256
1/14/2017,3323,3345,Oklahoma,6668
1/14/2017,4323,1412,Oregon,5735
1/14/2017,26417,8973,Pennsylvania,35390
1/14/2017,1734,11041,Puerto Rico,12775
1/14/2017,3611,1149,Rhode Island,4760
1/14/2017,6977,5783,South Carolina,12760
1/14/2017,1574,601,South Dakota,2175
1/14/2017,11004,5293,Tennessee,16297
1/14/2017,31062,13386,Texas,44448
1/14/2017,811,647,Vermont,1458
1/14/2017,152,315,Virgin Islands,467
1/14/2017,14258,3516,Virginia,17774
1/14/2017,7296,1294,Washington,8590
1/14/2017,4879,946,West Virginia,5825
1/14/2017,10530,2288,Wisconsin,12818
1/14/2017,741,530,Wyoming,1271
1/11/2017,11161,1715,Arizona,12876
1/11/2017,1583,1729,Arkansas,3312
1/11/2017,48742,0,California,48742
1/11/2017,4374,3925,Colorado,8299
1/11/2017,5974,2990,Connecticut,8964
1/11/2017,2084,375,Delaware,2459
1/11/2017,1115,238,Dist. of Columbia,1353
1/11/2017,39574,11975,Florida,51549
1/11/2017,13118,1700,Georgia,14818
1/11/2017,2407,684,Idaho,3091
1/11/2017,13732,2555,Illinois,16287
1/11/2017,8799,2115,Indiana,10914
1/11/2017,4519,1874,Iowa,6393
1/11/2017,4511,579,Kansas,5090
1/11/2017,7961,1267,Kentucky,9228
1/11/2017,8208,2678,Louisiana,10886
1/11/2017,1154,1151,Maine,2305
1/11/2017,9232,1412,Maryland,10644
1/11/2017,10264,1398,Massachusetts,11662
1/11/2017,12844,1537,Michigan,14381
1/11/2017,7146,659,Minnesota,7805
1/11/2017,11092,1055,Missouri,12147
1/11/2017,913,529,Montana,1442
1/11/2017,4216,771,Nebraska,4987
1/11/2017,3306,586,New Hampshire,3892
1/11/2017,19178,2637,New Jersey,21815
1/11/2017,2537,924,New Mexico,3461
1/11/2017,34740,3161,New York,37901
1/11/2017,10650,4378,North Carolina,15028
1/11/2017,625,668,North Dakota,1293
1/11/2017,10261,2721,Ohio,12982
1/11/2017,2776,2534,Oklahoma,5310
1/11/2017,3365,1123,Oregon,4488
1/11/2017,19334,6384,Pennsylvania,25718
1/11/2017,1063,7109,Puerto Rico,8172
1/11/2017,2576,748,Rhode Island,3324
1/11/2017,4840,3875,South Carolina,8715
1/11/2017,1185,488,South Dakota,1673
1/11/2017,7721,3695,Tennessee,11416
1/11/2017,22523,9714,Texas,32237
1/11/2017,539,491,Vermont,1030
1/11/2017,87,206,Virgin Islands,293
1/11/2017,9321,2310,Virginia,11631
1/11/2017,5962,1076,Washington,7038
1/11/2017,3689,706,West Virginia,4395
1/11/2017,8068,1690,Wisconsin,9758
1/11/2017,531,422,Wyoming,953
1/7/2017,12014,2042,Arizona,14056
1/7/2017,1805,1883,Arkansas,3688
1/7/2017,52484,0,California,52484
1/7/2017,4135,3912,Colorado,8047
1/7/2017,5928,3043,Connecticut,8971
1/7/2017,2259,415,Delaware,2674
1/7/2017,1143,246,Dist. of Columbia,1389
1/7/2017,48493,14809,Florida,63302
1/7/2017,14989,1883,Georgia,16872
1/7/2017,2485,719,Idaho,3204
1/7/2017,14179,2717,Illinois,16896
1/7/2017,9788,2402,Indiana,12190
1/7/2017,4624,1976,Iowa,6600
1/7/2017,4360,621,Kansas,4981
1/7/2017,8331,1453,Kentucky,9784
1/7/2017,8733,2989,Louisiana,11722
1/7/2017,1364,1300,Maine,2664
1/7/2017,10902,1661,Maryland,12563
1/7/2017,11054,1575,Massachusetts,12629
1/7/2017,14134,1763,Michigan,15897
1/7/2017,7660,736,Minnesota,8396
1/7/2017,10636,1020,Missouri,11656
1/7/2017,965,600,Montana,1565
1/7/2017,4061,744,Nebraska,4805
1/7/2017,3678,656,New Hampshire,4334
1/7/2017,17966,2645,New Jersey,20611
1/7/2017,2515,981,New Mexico,3496
1/7/2017,34850,3493,New York,38343
1/7/2017,11796,4794,North Carolina,16590
1/7/2017,655,696,North Dakota,1351
1/7/2017,10997,3236,Ohio,14233
1/7/2017,2765,2640,Oklahoma,5405
1/7/2017,3728,1236,Oregon,4964
1/7/2017,20218,6953,Pennsylvania,27171
1/7/2017,1212,8146,Puerto Rico,9358
1/7/2017,2610,848,Rhode Island,3458
1/7/2017,5680,4770,South Carolina,10450
1/7/2017,1335,576,South Dakota,1911
1/7/2017,8576,4030,Tennessee,12606
1/7/2017,24731,10931,Texas,35662
